delta_over_gamma_e,Re_chi_full,Im_chi_full,Re_chi_cut,Im_chi_cut,Re_R_S,Im_R_S
-0.9929999999999999,0.5459738974764935,-0.4969331935654566,0.5035122496977669,-0.4999876639498824,0.04246164777872663,0.0030544703844258003
-0.992,0.5465614626913056,-0.49687552006735003,0.5040159994838876,-0.49998387148801654,0.04254546320741792,0.003108351420666511
-0.991,0.5471496800467024,-0.4968170718354478,0.5045202491724606,-0.49997956692990847,0.04262943087424176,0.003162495094460649
-0.99,0.54773854960579,-0.4967578462230997,0.5050249987374376,-0.4999747487500632,0.04271355086835249,0.0032169025269634943
-0.989,0.5483280714269536,-0.49669784057607996,0.5055302481496329,-0.4999694154199869,0.042797823277320735,0.0032715748439069436
-0.988,0.5489182455638261,-0.4966370522325687,0.5060359973767093,-0.4999635654081888,0.04288224818711672,0.003326513175620105
-0.987,0.5495090720652586,-0.49657547852313577,0.5065422463831618,-0.4999571971801807,0.042966825682096754,0.003381718657044952
-0.986,0.5501005509752886,-0.49651311677072163,0.5070489951303014,-0.4999503091984772,0.04305155584498721,0.0034371924277555865
-0.985,0.5506926823331096,-0.4964499642906214,0.5075562435762413,-0.49994289992259766,0.043136438756868345,0.0034929356319762794
-0.984,0.5512854661730398,-0.496386018390466,0.5080639916758796,-0.4999349678090655,0.043221474497160184,0.003548949418599512
