delta_over_gamma_e,Re_chi_full,Im_chi_full,Re_chi_cut,Im_chi_cut,Re_R_S,Im_R_S
-0.688,0.7531916362470864,-0.4279665077762632,0.6787281178054819,-0.4669649450501715,0.07446351844160448,0.03899843727390828
-0.6869999999999999,0.7539439757264373,-0.427507850820262,0.6793621333057965,-0.4667217855810822,0.07458184242064081,0.03921393476082019
-0.6859999999999999,0.7546965515468924,-0.42704717303062084,0.6799964096189572,-0.4664775369986046,0.07470014192793517,0.03943036396798377
-0.6849999999999999,0.7554493598500889,-0.42658446855461024,0.6806309448859093,-0.4662321972468478,0.07481841496417962,0.03964772869223754
-0.6839999999999999,0.756202396751114,-0.42611973152548305,0.6812657372385303,-0.46598576427115473,0.07493665951258366,0.03986603274567169
-0.6829999999999999,0.7569556583383574,-0.4256529560624427,0.6819007847996132,-0.4657382360181358,0.07505487353874418,0.04008527995569311
-0.6819999999999999,0.7577091406733604,-0.42518413627061136,0.6825360856828501,-0.4654896104357037,0.0751730549905103,0.040305474165092336
-0.6809999999999999,0.7584628397906654,-0.42471326624099714,0.6831716379928144,-0.4652398854731066,0.07529120179785098,0.04052661923210943
-0.6799999999999999,0.759216751697666,-0.42424034005046257,0.6838074398249453,-0.4649890590809628,0.07540931187272071,0.0407487190305002
-0.6789999999999999,0.7599708723744513,-0.4237653517616908,0.6844434892655307,-0.4647371292112953,0.0755273831089206,0.04097177744960451
-0.6779999999999999,0.7607251977736549,-0.42328829542315394,0.6850797843916903,-0.46448409381756595,0.07564541338196462,0.04119579839441201
-0.6769999999999999,0.761479723820299,-0.422809165069079,0.6857163232713606,-0.4642299508547111,0.07576340054893849,0.041420785785632075
-0.6759999999999999,0.7622344464116385,-0.4223279547194149,0.6863531039632773,-0.4639746982791754,0.0758813424483612,0.0416467435597605
-0.6749999999999999,0.7629893614170047,-0.42184465837979945,0.6869901245169601,-0.463718334048948,0.07599923690004462,0.04187367566914857
-0.6739999999999999,0.7637444646776472,-0.42135927004152507,0.6876273829726958,-0.4634608561235969,0.07611708170495146,0.04210158608207182
-0.6729999999999999,0.7644997520065748,-0.4208717836815052,0.6882648773615229,-0.46320226246430485,0.07623487464505196,0.04233047878279966
-0.6719999999999999,0.765255219188396,-0.4203821932622397,0.6889026057052158,-0.46294255103390497,0.07635261348318023,0.04256035777166528
-0.6709999999999999,0.7660108619791562,-0.4198904927317809,0.6895405660162691,-0.4626817197969165,0.07647029596288712,0.042791227065135606
-0.6699999999999999,0.7667666761061779,-0.41939667602369896,0.6901787562978812,-0.46241976671958035,0.07658791980829671,0.043023090695881394
-0.6689999999999999,0.7675226572678949,-0.41890073705704645,0.6908171745439399,-0.4621566897698957,0.07670548272395505,0.043255952712849266
-0.6679999999999999,0.76827880113369,-0.41840266973632423,0.6914558187390059,-0.4618924869176559,0.0768229823946841,0.04348981718133166
-0.6669999999999999,0.7690351033437267,-0.41790246795144503,0.6920946868582986,-0.4616271561344851,0.07694041648542815,0.04372468818304004
-0.6659999999999999,0.7697915595087851,-0.41740012557769895,0.6927337768676796,-0.46136069539387453,0.07705778264110552,0.043960569816175576
-0.6649999999999999,0.7705481652100918,-0.4168956364757167,0.6933730867236388,-0.4610931026712198,0.077175078486453,0.04419746619550308
-0.6639999999999999,0.7713049159991513,-0.4163889944914339,0.6940126143732789,-0.4608243759438571,0.07729230162587242,0.044435381452423206
-0.6629999999999999,0.7720618073975763,-0.41588019345605504,0.6946523577543001,-0.4605545131911009,0.07740944964327623,0.044674319735045875
-0.6619999999999999,0.7728188348969153,-0.41536922718601677,0.6952923147949862,-0.46028351239428084,0.07752652010192906,0.04491428520826407
-0.6609999999999999,0.7735759939584796,-0.4148560894829506,0.6959324834141891,-0.46001137153677896,0.07764351054429053,0.04515528205382835
-0.6599999999999999,0.7743332800131704,-0.4143407741336464,0.6965728615213151,-0.45973808860406795,0.07776041849185522,0.04539731447042156
-0.6589999999999999,0.7750906884613015,-0.41382327491001475,0.6972134470163099,-0.4594636615837482,0.07787724144499153,0.045640386673733435
-0.6579999999999999,0.7758482146724249,-0.41330358556904917,0.6978542377896444,-0.45918808846558595,0.07799397688278054,0.04588450289653678
-0.6569999999999999,0.7766058539851517,-0.41278169985278895,0.6984952317223007,-0.45891136724155146,0.07811062226285104,0.04612966738876251
-0.6559999999999999,0.7773636017069724,-0.4122576114882801,0.6991364266857578,-0.45863349590585706,0.07822717502121457,0.04637588441757695
-0.6549999999999999,0.7781214531140784,-0.41173131418753744,0.699777820541978,-0.45835447245499555,0.07834363257210042,0.04662315826745811
-0.6539999999999999,0.7788794034511782,-0.4112028016475056,0.7004194111433928,-0.45807429488777884,0.07845999230778544,0.04687149324027323
-0.6529999999999999,0.7796374479313153,-0.41067206755002034,0.7010611963328892,-0.4577929612053766,0.07857625159842607,0.047120893655356266
-0.6519999999999999,0.7803955817356839,-0.4101391055617689,0.7017031739437964,-0.4575104694113552,0.07869240779188746,0.04737136384958629
-0.6509999999999999,0.7811538000134426,-0.4096039093342505,0.7023453417998724,-0.4572268175117169,0.07880845821357019,0.047622908177466394
-0.6499999999999999,0.7819120978815274,-0.40906647250373707,0.70298769771529,-0.45694200351493847,0.07892440016623736,0.0478755310112014
-0.6489999999999999,0.7826704704244631,-0.4085267886912318,0.7036302394946247,-0.45665602543201134,0.07904023092983847,0.04812923674077951
-0.6479999999999999,0.7834289126941737,-0.4079848515024301,0.7042729649328406,-0.4563688812764807,0.07915594776133306,0.048384029774050596
-0.6469999999999999,0.7841874197097902,-0.40744065452767797,0.7049158718152781,-0.4560805690644849,0.07927154789451207,0.04863991453680694
-0.6459999999999999,0.784945986457459,-0.4068941913419308,0.7055589579176416,-0.4557910868147964,0.0793870285398175,0.04889689547286563
-0.6449999999999999,0.7857046078901464,-0.406345455504713,0.7062022210059852,-0.45550043254886036,0.07950238688416122,0.04915497704414734
-0.6439999999999999,0.7864632789274434,-0.405794440560075,0.7068456588367017,-0.4552086042908358,0.07961762009074169,0.049414163730760796
-0.6429999999999999,0.7872219944553682,-0.4052411400365522,0.7074892691565101,-0.45491560006763593,0.07973272529885811,0.04967446003108372
-0.6419999999999999,0.7879807493261687,-0.40468554744712193,0.7081330497024426,-0.4546214179089681,0.07984769962372606,0.049935870461846166
-0.6409999999999999,0.78873953835812,-0.40412765628916164,0.7087769982018328,-0.4543260558473748,0.07996254015628723,0.05019839955821315
-0.6399999999999999,0.7894983563353251,-0.40356746004440525,0.7094211123723043,-0.4540295119182747,0.08007724396302074,0.05046205187386943
-0.6389999999999999,0.7902571980075096,-0.4030049521789001,0.7100653899217579,-0.45373178416000326,0.08019180808575166,0.05072683198110317
-0.6379999999999999,0.7910160580898175,-0.4024401261429625,0.710709828548361,-0.45343287061385423,0.0803062295414565,0.05099274447089175
-0.6369999999999999,0.7917749312626059,-0.4018729753711356,0.7113544259405351,-0.4531327693241208,0.08042050532207079,0.05125979395298519
-0.6359999999999999,0.7925338121712342,-0.4013034932821428,0.7119991797769449,-0.4528314783381369,0.08053463239428926,0.0515279850559941
-0.6349999999999999,0.7932926954258578,-0.4007316732788453,0.7126440877264872,-0.4525289957063193,0.08064860769937054,0.051797322427474035
-0.6339999999999999,0.794051575601214,-0.40015750874819506,0.7132891474482795,-0.4522253194822092,0.08076242815293444,0.05206781073401412
-0.6329999999999999,0.7948104472364101,-0.399580993061191,0.7139343565916489,-0.4519204477225137,0.0808760906447612,0.052339454661322726
-0.6319999999999999,0.7955693048347092,-0.39900211957283205,0.714579712796122,-0.451614378487149,0.08098959203858724,0.05261225891431698
-0.6309999999999999,0.7963281428633127,-0.39842088162207195,0.7152252136914132,-0.4513071098392817,0.08110292917189943,0.05288622821720973
-0.6299999999999999,0.7970869557531428,-0.3978372725317723,0.7158708568974158,-0.45099863984537186,0.081216098855727,0.05316136731359955
-0.6289999999999999,0.7978457378986228,-0.39725128560865597,0.7165166400241897,-0.45068896657521523,0.0813290978744331,0.053437680966559264
-0.6279999999999999,0.7986044836574561,-0.3966629141432601,0.7171625606719527,-0.4503780881019862,0.08144192298550335,0.0537151739587261
-0.6269999999999999,0.7993631873504016,-0.39607215140988805,0.71780861643107,-0.4500660025022808,0.0815545709193316,0.05399385109239274
-0.6259999999999999,0.8001218432610488,-0.3954789906665613,0.7184548048820442,-0.44975270785615956,0.08166703837900469,0.05427371718959828
-0.6249999999999999,0.8008804456355916,-0.39488342515497216,0.7191011235955056,-0.44943820224719094,0.08177932204008598,0.05455477709221879
-0.6239999999999999,0.8016389886825992,-0.39428544810043376,0.7197475701322033,-0.44912248376249475,0.08189141855039594,0.054837035662060996
-0.623,0.8023974665727849,-0.3936850527118326,0.7203941420429946,-0.4488055504927856,0.08200332452979031,0.055120497780953015
-0.622,0.8031558734387747,-0.393082232181577,0.7210408368688369,-0.44848740053241654,0.0821150365699378,0.05540516835083953
-0.621,0.8039142033748714,-0.3924769796855484,0.7216876521407781,-0.44816803197942323,0.08222655123409328,0.05569105229387483
-0.62,0.8046724504368197,-0.39186928838305174,0.722334585379948,-0.4478474429355678,0.08233786505687168,0.055978154552516035
-0.619,0.8054306086415666,-0.3912591514167627,0.7229816340975491,-0.4475256315063829,0.08244897454401745,0.05626648008962021
-0.618,0.806188671967022,-0.39064656191267894,0.7236287957948484,-0.4472025958012163,0.08255987617217364,0.05655603388853736
-0.617,0.8069466343518162,-0.3900315129800671,0.7242760679631691,-0.44687833393327536,0.08267056638864712,0.056846820953208255
-0.616,0.8077044896950556,-0.38941399771141105,0.7249234480838823,-0.4465528440196715,0.08278104161117328,0.05713884630826044
-0.615,0.808462231856076,-0.3887940091823597,0.7255709336283989,-0.4462261241814653,0.08289129822767716,0.05743211499910561
-0.614,0.809219854654195,-0.38817154045167435,0.7262185220581613,-0.445898172543711,0.0830013325960337,0.057726632092036656
-0.613,0.8099773518684609,-0.3875465845611756,0.726866210824637,-0.4455689872355025,0.08311114104382389,0.0580224026743269
-0.612,0.8107347172374001,-0.38691913453568905,0.7275139973693094,-0.44523856639001735,0.08322071986809065,0.05831943185432831
-0.611,0.8114919444587627,-0.386289183382992,0.7281618791236717,-0.4449069081445634,0.08333006533509102,0.0586177247615714
-0.61,0.8122490271892653,-0.38565672409375856,0.7288098535092193,-0.4445740106406238,0.08343917368004594,0.05891728654686523
-0.609,0.8130059590443325,-0.38502174964150426,0.7294579179374432,-0.4442398720239029,0.08354804110688929,0.05921812238239865
-0.608,0.8137627335978344,-0.3843842529825316,0.730106069809822,-0.44390449044437175,0.0836566637880124,0.05952023746184015
-0.607,0.8145193443818243,-0.3837442270558734,0.7307543065178169,-0.4435678640563149,0.08376503786400735,0.059823637000441465
-0.606,0.8152757848862726,-0.38310166478323715,0.7314026254428643,-0.44322999101837574,0.08387315944340834,0.060128326235138585
-0.605,0.8160320485587975,-0.38245655906894716,0.7320510239563698,-0.44289086949360373,0.08398102460242773,0.06043431042465658
-0.604,0.8167881288043963,-0.38180890279988855,0.732699499419702,-0.4425504976495,0.0840886293846943,0.06074159484961145
-0.603,0.8175440189851715,-0.3811586888454489,0.7333480491841871,-0.44220887365806477,0.08419596980098443,0.06105018481261587
-0.602,0.818299712420056,-0.3805059100574601,0.7339966705911022,-0.4418659956958435,0.08430304182895376,0.06136008563838341
-0.601,0.819055202384535,-0.37985055927014,0.7346453609716714,-0.4415218619439745,0.08440984141286356,0.06167130267383453
-0.6,0.8198104821103668,-0.3791926293000327,0.7352941176470589,-0.44117647058823534,0.0845163644633079,0.06198384128820261
-0.599,0.8205655447852997,-0.3785321129459496,0.7359429379283648,-0.44082981981909053,0.0846226068569349,0.06229770687314096
-0.598,0.8213203835527872,-0.3778690029889089,0.7365918191166202,-0.44048190783173885,0.08472856443616705,0.06261290484282994
-0.597,0.8220749915116999,-0.37720329219207516,0.737240758502782,-0.44013273282616083,0.0848342330089179,0.06292944063408568
-0.596,0.822829361716036,-0.37653497330069796,0.7378897533677289,-0.43978229300716637,0.08493960834830716,0.06324731970646841
-0.595,0.8235834871746289,-0.3758640390420512,0.7385388009822565,-0.4394305865844426,0.08504468619237238,0.06356654754239144
-0.594,0.8243373608508507,-0.37519048212536954,0.7391878986070743,-0.4390776117726021,0.0851494622437764,0.06388712964723259
-0.593,0.8250909756623156,-0.37451429524178736,0.7398370434928002,-0.43872336679123053,0.08525393216951538,0.06420907154944316
-0.592,0.8258443244805775,-0.3738354710642743,0.7404862328799584,-0.4383678498649354,0.08535809160061913,0.0645323788006611
-0.591,0.8265974001308283,-0.37315400224757295,0.7411354639989743,-0.43801105922339384,0.08546193613185393,0.06485705697582089
-0.59,0.8273501953915908,-0.37246988142813364,0.7417847340701728,-0.4376529931014019,0.08556546132141807,0.06518311167326823
-0.589,0.8281027029944099,-0.3717831012240509,0.7424340403037742,-0.437293649738923,0.08566866269063567,0.06551054851487209
-0.588,0.8288549156235404,-0.3710936542349965,0.7430833798998919,-0.43693302738113643,0.08577153572364848,0.06583937314613991
-0.587,0.8296068259156331,-0.37040153304215645,0.7437327500485286,-0.43657112427848627,0.0858740758671045,0.06616959123632982
-0.586,0.8303584264594164,-0.3697067302081622,0.7443821479295755,-0.4362079386867312,0.08597627852984091,0.066501208478569
-0.585,0.8311097097953765,-0.3690092382770249,0.7450315707128089,-0.43584346886699316,0.08607813908256756,0.06683423058996824
-0.584,0.8318606684154333,-0.3683090497740691,0.7456810155578887,-0.43547771308580696,0.08617965285754459,0.06716866331173788
-0.583,0.8326112947626141,-0.3676061572058633,0.7463304796143562,-0.43511066961516964,0.08628081514825792,0.06750451240930633
-0.582,0.8333615812307241,-0.36690055306015235,0.7469799600216325,-0.43474233673259005,0.08638162120909165,0.0678417836724377
-0.581,0.8341115201640145,-0.36619222980578875,0.747629453909018,-0.4343727127211394,0.08648206625499644,0.06818048291535067
-0.58,0.8348611038568441,-0.36548117989266266,0.7482789583956899,-0.4340017958695001,0.08658214546115417,0.06852061597683745
-0.579,0.8356103245533436,-0.3647673957516324,0.7489284705907024,-0.43362958447201666,0.08668185396264116,0.06886218872038424
-0.578,0.8363591744470724,-0.36405086979445367,0.7495779875929852,-0.43325607682874545,0.0867811868540872,0.06920520703429178
-0.577,0.8371076456806709,-0.36333159441370794,0.7502275064913435,-0.4328812712455052,0.08688013918932735,0.06954967683179725
-0.576,0.837855730345515,-0.3626095619827317,0.7508770243644577,-0.4325051660339276,0.08697870598105728,0.06989560405119588
-0.575,0.838603420481362,-0.3618847648555433,0.7515265382808831,-0.4321277595115078,0.08707688220047893,0.07024299465596451
-0.574,0.8393507080759964,-0.3611571953667708,0.7521760452990502,-0.4317490500016548,0.08717466277694619,0.07059185463488399
-0.573,0.8400975850648706,-0.3604268458315786,0.7528255424672653,-0.431369035833743,0.08727204259760535,0.0709421900021644
-0.572,0.8408440433307415,-0.35969370854559257,0.753475026823711,-0.43098771534316266,0.08736901650703044,0.07129400679757009
-0.571,0.8415900747033062,-0.3589577757848266,0.754124495396447,-0.4306050868713712,0.08746557930685916,0.0716473110865446
-0.57,0.8423356709588319,-0.35821903980560654,0.7547739452034116,-0.4302211487659446,0.08756172575542032,0.07200210896033804
-0.569,0.8430808238197834,-0.3574774928444957,0.7554233732524225,-0.42983589938062833,0.08765745056736096,0.07235840653613262
-0.568,0.8438255249544456,-0.3567331271182172,0.7560727765411788,-0.4294493370753895,0.08775274841326686,0.07271620995717232
-0.567,0.8445697659765441,-0.35598593482357815,0.7567221520572627,-0.4290614602164679,0.08784761391928142,0.07307552539288975
-0.566,0.8453135384448601,-0.3552359081373916,0.7573714967781418,-0.4286722671764282,0.08794204166671837,0.07343635903903661
-0.565,0.8460568338628434,-0.35448303921639895,0.7580208076711706,-0.4282817563342114,0.08803602619167272,0.07379871711781244
-0.564,0.8467996436782201,-0.3537273201971906,0.7586700816935944,-0.4278899260751872,0.08812956198462574,0.07416260587799661
-0.563,0.847541959282598,-0.3529687431961278,0.7593193157925511,-0.42749677479120624,0.08822264349004694,0.07452803159507843
-0.5619999999999999,0.848283772011065,-0.3522073003092618,0.7599685069050739,-0.4271023008806515,0.08831526510599108,0.0748950005713897
-0.5609999999999999,0.849025073141788,-0.3514429836122539,0.760617651958096,-0.42670650274849187,0.08840742118369194,0.07526351913623797
-0.5599999999999999,0.8497658538956037,-0.3506757851602947,0.7612667478684532,-0.42630937880633374,0.0884991060271505,0.07563359364603905
-0.5589999999999999,0.8505061054356066,-0.3499056969880218,0.7619157915428871,-0.4259109274724739,0.08859031389271943,0.07600523048445207
-0.5579999999999999,0.8512458188667348,-0.3491327111094381,0.7625647798780506,-0.4255111471719522,0.08868103898868418,0.0763784360625141
-0.5569999999999999,0.8519849852353482,-0.3483568195178289,0.7632137097605112,-0.42511003633660466,0.08877127547483699,0.07675321681877578
-0.5559999999999999,0.8527235955288058,-0.34757801418567874,0.7638625780667556,-0.4247075934051161,0.08886101746205022,0.07712957921943736
-0.5549999999999999,0.8534616406750352,-0.3467962870645867,0.7645113816631945,-0.42430381682307294,0.08895025901184062,0.07750752975848624
-0.5539999999999999,0.8541991115421008,-0.346011630085182,0.7651601174061684,-0.42389870504301724,0.08903899413593241,0.07788707495783526
-0.5529999999999999,0.8549359989377658,-0.34522403515703937,0.7658087821419518,-0.4234922565244993,0.08912721679581403,0.07826822136745992
-0.5519999999999999,0.8556722936090508,-0.34443349416859237,0.7664573727067596,-0.4230844697341313,0.08921492090229122,0.0786509755655389
-0.5509999999999999,0.8564079862417862,-0.3436399989870476,0.7671058859267521,-0.42267534314564037,0.08930210031503405,0.07903534415859276
-0.5499999999999999,0.8571430674601621,-0.34284354145829776,0.7677543186180422,-0.4222648752399232,0.08938874884211989,0.07942133378162541
-0.5489999999999999,0.8578775278262721,-0.3420441134068329,0.768402667586701,-0.4218530645050988,0.08947486023957119,0.07980895109826591
-0.5479999999999999,0.858611357839652,-0.34124170663565334,0.7690509296287638,-0.4214399094365625,0.08956042821088828,0.08019820280090917
-0.5469999999999999,0.8593445479368159,-0.34043631292618065,0.7696991015302389,-0.4210254085370406,0.08964544640657701,0.08058909561085997
-0.5459999999999999,0.8600770884907838,-0.33962792403816716,0.7703471800671128,-0.42060956031664354,0.08972990842367101,0.08098163627847638
-0.5449999999999999,0.8608089698106084,-0.33881653170960746,0.7709951620053584,-0.4201923632929203,0.08981380780524995,0.08137583158331285
-0.5439999999999999,0.8615401821408943,-0.3380021276566467,0.7716430441009433,-0.4197738159909131,0.08989713803995103,0.0817716883342664
-0.5429999999999999,0.8622707156613115,-0.3371847035734897,0.7722908230998364,-0.4193539169432111,0.0899798925614751,0.08216921336972144
-0.5419999999999999,0.8630005604861067,-0.3363642511323083,0.7729384957380172,-0.4189326646900053,0.09006206474808953,0.082568413557697
-0.5409999999999999,0.8637297066636068,-0.33554076198315064,0.7735860587414838,-0.4185100577791427,0.09014364792212304,0.08296929579599205
-0.5399999999999999,0.8644581441757179,-0.3347142277538463,0.7742335088262621,-0.41808609476618147,0.0902246353494558,0.08337186701233518
-0.5389999999999999,0.8651858629374194,-0.33388464004991386,0.7748808426984141,-0.41766077421444514,0.09030502023900533,0.08377613416453128
-0.5379999999999999,0.8659128527962512,-0.3330519904544656,0.775528057054048,-0.4172340946950778,0.09038479574220315,0.08418210424061218
-0.5369999999999999,0.8666391035317986,-0.3322162705281142,0.7761751485793279,-0.41680605478709903,0.09046395495247073,0.08458978425898483
-0.5359999999999999,0.8673646048551679,-0.3313774718088757,0.7768221139504823,-0.41637665307745847,0.09054249090468558,0.08499918126858275
-0.5349999999999999,0.8680893464084576,-0.33053558581207426,0.7774689498338161,-0.41594588816109157,0.09062039657464149,0.08541030234901731
-0.5339999999999999,0.868813317764226,-0.3296906040302465,0.7781156528857197,-0.4155137586409743,0.09069766487850628,0.08582315461072776
-0.5329999999999999,0.8695365084249496,-0.3288425179330426,0.7787622197526808,-0.4150802631281788,0.09077428867226878,0.08623774519513622
-0.5319999999999999,0.8702589078224785,-0.3279913189671297,0.7794086470712941,-0.4146454002419284,0.09085026075118441,0.08665408127479873
-0.5309999999999999,0.8709805053174831,-0.32713699855609363,0.7800549314682741,-0.41420916860965346,0.09092557384920896,0.08707217005355983
-0.5299999999999999,0.8717012901988979,-0.32627954810033966,0.7807010695604654,-0.4137715668670466,0.0910002206384325,0.08749201876670692
-0.5289999999999999,0.8724212516833565,-0.32541895897699374,0.7813470579548555,-0.4133325936581185,0.09107419372850101,0.08791363468112473
-0.5279999999999999,0.8731403789146209,-0.32455522253980196,0.7819928932485862,-0.41289224763525345,0.0911474856660347,0.0883370250954515
-0.5269999999999999,0.8738586609630068,-0.32368833011903014,0.7826385720289671,-0.41245052745926564,0.09122008893403966,0.0887621973402355
-0.5259999999999999,0.8745760868247994,-0.3228182730213638,0.7832840908734872,-0.4120074317994542,0.09129199595131221,0.08918915877809042
-0.5249999999999999,0.8752926454216627,-0.3219450425298048,0.7839294463498286,-0.41156295933365994,0.0913631990718341,0.08961791680385511
-0.5239999999999999,0.8760083256000469,-0.3210686299035715,0.7845746350158799,-0.41111710874832097,0.09143369058416706,0.09004847884474948
-0.5229999999999999,0.8767231161305833,-0.32018902637799435,0.7852196534197494,-0.4106698787385289,0.09150346271083387,0.09048085236053455
-0.5219999999999999,0.8774370057074756,-0.3193062231644142,0.7858644980997797,-0.4102212680080849,0.09157250760769597,0.09091504484367069
-0.5209999999999999,0.8781499829478838,-0.3184202114500778,0.7865091655845613,-0.40977127526955637,0.09164081736332252,0.09135106381947855
-0.5199999999999999,0.8788620363913003,-0.3175309823980339,0.7871536523929471,-0.40931989924433243,0.09170838399835324,0.09178891684629853
-0.5189999999999999,0.8795731544989217,-0.3166385271470294,0.7877979550340684,-0.40886713866268143,0.09177519946485335,0.09222861151565204
-0.5179999999999999,0.8802833256530086,-0.31574283681140336,0.7884420700073485,-0.4084129922638064,0.09184125564566015,0.09267015545240304
-0.5169999999999999,0.8809925381562441,-0.3148439024809827,0.7890859938025186,-0.40795745879590206,0.09190654435372547,0.09311355631491935
-0.5159999999999999,0.8817007802310799,-0.3139417152209755,0.789729722899635,-0.40750053701621153,0.09197105733144495,0.093558821795236
-0.5149999999999999,0.8824080400190767,-0.3130362660718644,0.7903732537690925,-0.40704222569108256,0.09203478624998418,0.09400595961921815
-0.5139999999999999,0.8831143055802396,-0.3121275460493011,0.7910165828716434,-0.40658252359602465,0.09209772270859617,0.09445497754672355
-0.5129999999999999,0.8838195648923415,-0.31121554614399755,0.7916597066584123,-0.40612142951576546,0.09215985823392914,0.09490588337176792
-0.5119999999999999,0.8845238058502419,-0.3103002573216203,0.7923026215709142,-0.40565894224430804,0.09222118427932768,0.09535868492268773
-0.5109999999999999,0.8852270162651957,-0.30938167052268045,0.7929453240410714,-0.40519506058498744,0.0922816922241243,0.09581339006230699
-0.5099999999999999,0.8859291838641565,-0.3084597766624269,0.7935878104912308,-0.40472978335052767,0.0923413733729257,0.09627000668810076
-0.5089999999999999,0.88663029628907,-0.3075345666307373,0.7942300773341827,-0.4042631093630989,0.09240021895488726,0.09672854273236159
-0.5079999999999999,0.887330341096158,-0.30660603129200836,0.7948721209731779,-0.40379503745437434,0.0924582201229801,0.09718900616236598
-0.5069999999999999,0.8880293057551983,-0.3056741614850473,0.7955139378019473,-0.4033255664655872,0.092515367953251,0.09765140498053992
-0.5059999999999999,0.8887271776487923,-0.30473894802296203,0.7961555242047202,-0.4028546952475884,0.09257165344407203,0.09811574722462635
-0.5049999999999999,0.8894239440716244,-0.3038003816930509,0.796796876556244,-0.4023824226609031,0.09262706751538041,0.09858204096785222
-0.5039999999999999,0.8901195922297154,-0.3028584532566928,0.7974379912218026,-0.4019087475757884,0.09268160100791278,0.09905029431909562
-0.5029999999999999,0.8908141092396639,-0.30191315344923625,0.798078864557238,-0.4014336688722906,0.09273524468242589,0.09952051542305435
-0.5019999999999999,0.8915074821278812,-0.3009644729798893,0.7987194929089684,-0.400957185440302,0.09278798921891285,0.09999271246041269
-0.5009999999999999,0.8921996978298156,-0.3000124025316084,0.7993598726140109,-0.40047929617961936,0.0928398252158047,0.10046689364801098
-0.4999999999999999,0.8928907431891683,-0.2990569327609867,0.8,-0.3999999999999999,0.09289074318916823,0.1009430672390132
-0.4989999999999999,0.8935806049570989,-0.2980980542981434,0.8006398713852112,-0.3995192958212203,0.0929407335718877,0.10142124152307691
-0.4979999999999999,0.8942692697914245,-0.2971357577466125,0.80127948307858,-0.39903718257313275,0.09298978671284452,0.10190142482652026
-0.4969999999999999,0.8949567242558052,-0.29617003368323047,0.8019188313797255,-0.3985536591957235,0.09303789287607966,0.10238362551249303
-0.496,0.8956429548189202,-0.29520087265802486,0.8025579125789717,-0.39806872463917,0.09308504223994851,0.10286785198114512
-0.495,0.8963279478536407,-0.29422826519410294,0.8031967229573703,-0.39758237786389833,0.09313122489627035,0.10335411266979538
-0.494,0.897011689636182,-0.29325220178753975,0.8038352587867232,-0.39709461784064126,0.09317643084945881,0.10384241605310152
-0.493,0.8976941663452551,-0.29227267290726566,0.8044735163296056,-0.39660544355049554,0.0932206500156495,0.10433277064322988
-0.492,0.8983753640612018,-0.29128966899495556,0.8051114918393899,-0.3961148539849798,0.09326387222181187,0.10482518499002424
-0.491,0.8990552687651221,-0.290303180464916,0.8057491815602689,-0.395622848146092,0.09330608720485323,0.10531966768117601
-0.49,0.8997338663379921,-0.2893131977039748,0.8063865817272801,-0.3951294250463672,0.09334728461071207,0.10581622734239243
-0.489,0.9004111425597667,-0.28831971107136783,0.8070236885663306,-0.3946345837089356,0.09338745399343618,0.10631487263756778
-0.488,0.9010870831084773,-0.2873227108986291,0.807660498294221,-0.39413832316757985,0.09342658481425625,0.10681561226895075
-0.487,0.9017616735593127,-0.28632218748947785,0.8082970071186718,-0.39364064246679314,0.09346466644064089,0.10731845497731529
-0.486,0.902434899383694,-0.28531813111970894,0.8089332112383473,-0.39314154066183676,0.09350168814534676,0.10782340954212782
-0.485,0.9031067459483335,-0.2843105320370808,0.8095691068428829,-0.39264101681879815,0.09353763910545065,0.10833048478171736
-0.484,0.9037771985142867,-0.28329938046120556,0.8102046901129101,-0.3921390700146485,0.09357250840137665,0.10883968955344292
-0.483,0.9044462422359868,-0.28228466658343787,0.8108399572200838,-0.39163569933730047,0.09360628501590296,0.1093510327538626
-0.482,0.9051138621602742,-0.2812663805667659,0.8114749043271088,-0.3911309038856664,0.09363895783316545,0.10986452331890051
-0.481,0.905780043225408,-0.2802445125457007,0.8121095275877668,-0.3906246827697158,0.09367051563764117,0.11038017022401508
-0.48,0.9064447702600685,-0.2792190526261683,0.8127438231469442,-0.3901170351105332,0.09370094711312438,0.11089798248436489
-0.479,0.9071080279823466,-0.27818999088539953,0.8133777871406599,-0.38960796004037607,0.09373024084168669,0.11141796915497654
-0.478,0.9077698009987198,-0.27715731737182303,0.8140114156960938,-0.3890974567027328,0.09375838530262603,0.1119401393309098
-0.477,0.9084300738030181,-0.27612102210495726,0.8146447049316146,-0.38858552425238013,0.09378536887140354,0.11246450214742287
-0.476,0.9090888307753717,-0.27508109507530293,0.8152776509568099,-0.3880721618554415,0.0938111798185618,0.1129910667801386
-0.475,0.909746056181152,-0.2740375262442373,0.815910249872514,-0.3875573686894441,0.09383580630863797,0.11351984244520685
-0.474,0.9104017341698949,-0.2729903055439088,0.8165424977708389,-0.38704114394337763,0.09385923639905602,0.11405083839946883
-0.473,0.9110558487742111,-0.271939422877131,0.8171743907352036,-0.3865234868177513,0.09388145803900749,0.11458406394062026
-0.472,0.9117083839086846,-0.27088486811727996,0.8178059248403644,-0.38600439652465196,0.09390245906832018,0.115119528407372
-0.471,0.9123593233687551,-0.2698266311081898,0.8184370961524454,-0.3854838722878018,0.09392222721630972,0.11565724117961201
-0.47,0.9130086508295882,-0.2687647016640513,0.8190679007289705,-0.3849619133426161,0.09394075010061764,0.11619721167856478
