Gamma_over_gamma_e,abs_R_full_optical,abs_R_all_coherences,abs_R_selective_e2,abs_R_class_I
203.09176209047348,9.241089218115155e-05,9.45588730146693e-09,0.7968811635750349,3.201500017198603e-20
214.34022335148546,8.317226155274312e-05,8.048111108972816e-09,0.7970430177723663,8.678403597885502e-19
226.21169304690218,7.484787461731177e-05,6.849736021441465e-09,0.7971965835496687,8.677494683296763e-19
238.7406771860647,6.734861666436254e-05,5.8296504680879834e-09,0.7973422720296726,2.3341489410204803e-20
251.96359293170136,6.0593863941972786e-05,4.961358289479194e-09,0.7974804756047859,8.673617379884035e-19
265.9188744512691,5.451070253549e-05,4.2222953848536385e-09,0.7976115685715242,0.0
280.64708463098333,4.903321515034347e-05,3.5932472717756253e-09,0.7977359077752598,1.699865829877196e-20
296.19103297725536,4.410183045243222e-05,3.0578527219007898e-09,0.7978538332592251,4.339503286554349e-19
312.5959000482278,3.96627299623191e-05,2.6021807707742044e-09,0.7979656689127176,4.336808689942018e-19
329.90936877709356,3.566730783152742e-05,2.214370301706348e-09,0.7980717231143385,0.0
348.18176306889666,3.207167914904306e-05,1.8843229732633253e-09,0.7981722893668444,4.338234466803584e-19
367.46619407366876,2.883623273252675e-05,1.6034416086552208e-09,0.7982676469208445,0.0
387.81871456107194,2.592522465114741e-05,1.3644073414489921e-09,0.79835806138513,0.0
409.2984818452434,2.3306409004632917e-05,1.160989785645855e-09,0.7984437853218936,4.337561893688645e-19
431.96792973341735,2.0950702745991655e-05,9.878853503460239e-10,0.7985250588255056,0.0
455.8929499981059,1.8831881583221242e-05,8.4057953306238e-10,0.7986021100838478,4.337300529655754e-19
481.14308390032545,1.692630422828854e-05,7.152296420051552e-10,0.7986751559215042,0.0
507.7917243205393,1.5212662480080004e-05,6.085649237146107e-10,0.7987444023243453,4.336808689942018e-19
535.9163290848514,1.367175483207127e-05,5.178015234467981e-10,0.798810044945249,0.0
565.5986461065002,1.228628148574892e-05,4.405700671904905e-10,0.7988722695908738,2.168404344971009e-19
596.9249509970728,1.1040658827794535e-05,3.748540052580379e-10,0.7989312526895352,2.1687425296531397e-19
629.986297838068,9.920851593246124e-06,3.1893711695089866e-10,0.7989871617403613,2.168404344971009e-19
664.8787838417263,8.914221088963902e-06,2.713588162766428e-10,0.7990401557439892,0.0
701.7038286703822,8.00938799232806e-06,2.3087610252423008e-10,0.7990903856151476,0.0
740.5684692262427,7.196108369836354e-06,1.9643116994094711e-10,0.799137994577526,2.168404344971009e-19
781.585670768409,6.4651616797910694e-06,1.671238336522357e-10,0.7991831185413856,2.168404344971009e-19
