T_K,Bx_T,Bz_T,Oc_GHz,Cmax,center_MHz,fwhm_MHz,Acut_peak,Acut_at_peak,Afull_at_peak,dA_at_peak,delta_aic,verdict,best_model,klass,reason,half_MHz,attempts,at_edge,window_ok,status,seconds
65.0,0.1,0.005,0.1,0.037880624623937494,0.0,0.5000000000000004,0.043935776843352,0.0439169178733705,0.04225331759276906,0.001663600280601439,797.483270204825,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=797.5),5.0,1,False,True,ok,1.8688998222351074
65.0,0.15000000000000002,0.005,0.1,0.04122315593617082,0.0,0.5031250000000005,0.039574322995435486,0.03956836678080188,0.037937233826857285,0.0016311329539445973,231.21965696394068,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=231.2),1.7500000000000016,2,False,True,ok,3.851973295211792
65.0,0.2,0.005,0.1,0.043828014394139504,-0.043749999999999956,0.48125000000000057,0.03326892241015715,0.03326388379151484,0.031805993813895345,0.0014578899776194962,320.6233635781007,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=320.6),1.7500000000000016,2,False,True,ok,3.90120792388916
65.0,0.23226114680059184,0.005,0.1,0.04533251480168297,-0.06562499999999993,0.43750000000000033,0.02922535352613908,0.029220988617548845,0.027896327718524003,0.0013246608990248425,343.22002038451024,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=343.2),1.7500000000000016,2,False,True,ok,3.993591547012329
65.0,0.25,0.005,0.1,0.04582494597364659,-0.07500000000000019,0.4500000000000003,0.027270066883374973,0.027266647279534095,0.026017154641066968,0.0012494926384671277,257.74471422122656,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=257.7),1.5000000000000013,2,False,True,ok,3.920835256576538
65.0,0.30000000000000004,0.005,0.1,0.0463819826393943,-0.09375000000000008,0.4062500000000004,0.02265332504340938,0.02265110606843377,0.021600502860004596,0.0010506032084291739,108.56850310796563,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=108.6),1.250000000000001,2,False,True,ok,3.8733625411987305
65.0,0.35000000000000003,0.005,0.1,0.04631932623692738,-0.11250000000000018,0.37500000000000033,0.019098836983333818,0.019096698739594197,0.018212152520626614,0.0008845462189675836,99.93244179454177,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=99.9),1.5000000000000013,2,False,True,ok,3.8725905418395996
65.0,0.4,0.005,0.1,0.04589894497749923,-0.1250000000000001,0.3500000000000002,0.01632225038770972,0.01632115651110301,0.01557203264643074,0.0007491238646722704,27.39776960537506,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=27.4),1.0000000000000009,2,False,True,ok,3.926591396331787
65.0,0.45,0.005,0.1,0.045332601086368815,-0.1250000000000001,0.3125000000000004,0.01411617293247803,0.014115276477965776,0.013475394280166348,0.0006398821977994275,24.523596464714274,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=24.5),1.0000000000000009,2,False,True,ok,3.872420310974121
65.0,0.5,0.005,0.1,0.044614319777578626,-0.1250000000000001,0.27500000000000013,0.012332378877007034,0.012331635433253475,0.011781467906653785,0.0005501675265996899,24.938518295094127,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=24.9),1.0000000000000009,2,False,True,ok,3.8867993354797363
70.0,0.0,0.005,0.1,4.146316513429846e-05,0.18750000000000017,1.1249999999999991,0.03207321102710152,0.0320654113127422,0.03206408177929784,1.329533444359432e-06,-2.132395890846965,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-2.1),5.0,1,False,True,ok,2.0362164974212646
70.0,0.05,0.005,0.1,0.00664094712494651,0.015625000000000014,0.37500000000000033,0.03794314227883185,0.03794080784577651,0.037688844946994954,0.00025196289878155753,601.0675478078201,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=601.1),1.250000000000001,2,False,True,ok,3.9085500240325928
70.0,0.1,0.005,0.1,0.011534679951804655,0.018749999999999885,0.39375000000000027,0.03564475771331401,0.03564192689343301,0.035230808673851643,0.00041111821958136896,261.6704515570857,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=261.7),1.5000000000000013,2,False,True,ok,3.9243268966674805
70.0,0.15000000000000002,0.005,0.1,0.012561618287045287,0.018749999999999885,0.3937500000000004,0.033445912404467946,0.033443025336726384,0.03302292681808244,0.000420098518643941,146.36400367616557,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=146.4),1.5000000000000013,2,False,True,ok,4.0050787925720215
70.0,0.2,0.005,0.1,0.013413390288057873,-0.015625000000000014,0.39062500000000033,0.029845219748589436,0.02984286111411832,0.029442567170682346,0.00040029394343597466,195.79911215219363,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=195.8),1.250000000000001,2,False,True,ok,3.909440279006958
70.0,0.23226114680059184,0.005,0.1,0.013871069386762093,-0.03750000000000021,0.3750000000000001,0.0272456083856323,0.02724291866957222,0.026865030254408666,0.0003778884151635527,327.1172723805498,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=327.1),1.5000000000000013,2,False,True,ok,4.025604724884033
70.0,0.25,0.005,0.1,0.014050215219264646,-0.03125000000000003,0.37500000000000033,0.02590435993019972,0.025902189923378605,0.025538258580304868,0.00036393134307373745,336.02478303780276,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=336.0),1.250000000000001,2,False,True,ok,3.9872989654541016
70.0,0.30000000000000004,0.005,0.1,0.014259630685818248,-0.06250000000000006,0.34375000000000033,0.022504493453204384,0.02250261064135602,0.02218173172414352,0.00032087891721250053,275.28232698964007,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=275.3),1.250000000000001,2,False,True,ok,3.884744882583618
70.0,0.35000000000000003,0.005,0.1,0.01425692245398243,-0.0750000000000001,0.33750000000000024,0.019647857412823416,0.019646577453812476,0.01936647772256731,0.00028009973124516405,139.1134674043917,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=139.1),1.0000000000000009,2,False,True,ok,3.8894295692443848
70.0,0.4,0.005,0.1,0.014132328384625328,-0.08750000000000012,0.31250000000000017,0.01726407791940112,0.017262985879937815,0.017019019694583384,0.00024396618535443143,101.83069839048585,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=101.8),1.0000000000000009,2,False,True,ok,4.000694036483765
70.0,0.45,0.005,0.1,0.013989069589205072,-0.08750000000000012,0.2875000000000003,0.015268824495678998,0.015267880618984674,0.015054297174526022,0.000213583444458652,84.61240800730184,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=84.6),1.0000000000000009,2,False,True,ok,4.042977809906006
70.0,0.5,0.005,0.1,0.013787992701560272,-0.09375000000000008,0.2718750000000002,0.013587214066858089,0.013586627227933924,0.013399294910876351,0.00018733231705757303,31.331438653131045,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=31.3),0.7500000000000007,2,False,True,ok,3.9410996437072754
75.0,0.0,0.005,0.1,-2.2799833069067973e-05,-0.1250000000000001,0.7500000000000007,0.02330107793097643,0.0232982126283571,0.023298743823715835,-5.311953587341933e-07,-2.1301359186240916,inconclusive,Fano,absorption,sign reversed: control increases absorption,5.0,1,False,True,ok,2.0293023586273193
75.0,0.05,0.005,0.1,0.0019962224430721386,0.025000000000000064,0.31250000000000017,0.028908238253920786,0.02890743365534466,0.028849727987510242,5.7705667834417884e-05,183.947914966604,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=183.9),1.0000000000000009,2,False,True,ok,3.9383747577667236
75.0,0.1,0.005,0.1,0.0034430482896241443,0.025000000000000064,0.3250000000000003,0.027949232770109796,0.027948353363373393,0.02785212583312782,9.622753024557396e-05,102.33687276006549,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=102.3),1.0000000000000009,2,False,True,ok,4.051882982254028
75.0,0.15000000000000002,0.005,0.1,0.0037664565240972036,0.03125000000000003,0.34375000000000033,0.026933421075118962,0.026932222960364967,0.02683078391348746,0.00010143904687750713,88.92655834393508,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=88.9),1.250000000000001,2,False,True,ok,3.969261646270752
75.0,0.2,0.005,0.1,0.004032153127240492,0.012499999999999924,0.3250000000000003,0.02511428775011449,0.025113232075190395,0.0250119716779433,0.00010126039724709518,105.81499027688233,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=105.8),1.0000000000000009,2,False,True,ok,3.984405040740967
75.0,0.23226114680059184,0.005,0.1,0.0041840748448312955,0.0,0.3125000000000003,0.023680397398700606,0.023679049080372497,0.023579974166765785,9.90749136067122e-05,184.90702410226186,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=184.9),1.250000000000001,2,False,True,ok,3.802708864212036
75.0,0.25,0.005,0.1,0.004234218516365998,-0.012500000000000141,0.30000000000000016,0.02289998385973926,0.022898911510733373,0.02280195251561,9.695899512337375e-05,193.35751258212667,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=193.4),1.0000000000000009,2,False,True,ok,3.9255855083465576
75.0,0.30000000000000004,0.005,0.1,0.004326232137282687,-0.025000000000000064,0.3000000000000004,0.020788909207130786,0.02078787104154166,0.020697937885776053,8.993315576560565e-05,290.1921838451067,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=290.2),1.0000000000000009,2,False,True,ok,3.955057144165039
75.0,0.35000000000000003,0.005,0.1,0.004345500881777519,-0.037500000000000096,0.2875000000000003,0.018856223525002103,0.018855250200543693,0.018773314694171095,8.193550637259836e-05,323.1517508078796,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=323.2),1.0000000000000009,2,False,True,ok,4.318689346313477
75.0,0.4,0.005,0.1,0.004329014550552639,-0.04687500000000004,0.2718750000000002,0.017120937278031406,0.01712027660518776,0.017046162678654418,7.411392653334375e-05,223.12596334066302,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=223.1),0.7500000000000007,2,False,True,ok,5.213257789611816
75.0,0.45,0.005,0.1,0.004295851464628191,-0.04687500000000004,0.2625000000000002,0.015575882275399792,0.01557527645696337,0.015508367382783736,6.690907417963507e-05,183.3834008808667,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=183.4),0.7500000000000007,2,False,True,ok,5.361844778060913
75.0,0.5,0.005,0.1,0.004248993050328097,-0.05625000000000009,0.24375000000000016,0.014203089309340652,0.014202545532810164,0.014142199015544286,6.034651726587875e-05,157.49574265068577,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=157.5),0.7500000000000007,2,False,True,ok,5.464629411697388
80.0,0.0,0.005,0.1,-1.446334806498283e-05,-0.06250000000000006,0.3000000000000004,0.01710891675462609,0.017108690542108312,0.01710893799105456,-2.474489462465923e-07,-0.7560464165853773,inconclusive,Fano,absorption,sign reversed: control increases absorption,1.0000000000000009,2,False,True,ok,6.99425745010376
80.0,0.05,0.005,0.1,0.0006159832978769588,0.03749999999999999,0.2625000000000002,0.021987161222923848,0.021986809554612068,0.021973266047152825,1.354350745924257e-05,95.16496305665987,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=95.2),1.0000000000000009,2,False,True,ok,7.441761255264282
80.0,0.1,0.005,0.1,0.0010603774096813135,0.03749999999999999,0.2750000000000002,0.021638222276100925,0.021637819621175135,0.02161487536605408,2.2944255121053192e-05,61.64312431078724,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=61.6),1.0000000000000009,2,False,True,ok,7.350347995758057
80.0,0.15000000000000002,0.005,0.1,0.0011636167373798713,0.03749999999999999,0.2906250000000003,0.02118313037919354,0.021182785946798795,0.021158137302526765,2.46486442720302e-05,34.2201234007357,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=34.2),0.7500000000000007,2,False,True,ok,7.395722150802612
80.0,0.2,0.005,0.1,0.0012456410830587784,0.025000000000000064,0.2750000000000003,0.020313923674208728,0.02031338987497392,0.020288086682009463,2.5303192964457738e-05,65.10905417926188,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=65.1),1.0000000000000009,2,False,True,ok,7.9903998374938965
80.0,0.23226114680059184,0.005,0.1,0.0012943264434896774,0.025000000000000064,0.2750000000000002,0.019588103270206,0.019587521261451087,0.019562168614719974,2.5352646731112427e-05,87.9239269783111,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=87.9),1.0000000000000009,2,False,True,ok,7.8396852016448975
80.0,0.25,0.005,0.1,0.001315137181679644,0.012499999999999924,0.2625000000000003,0.019178362002919853,0.01917776980759557,0.01915254840945991,2.522139813566221e-05,101.83066354529274,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=101.8),1.0000000000000009,2,False,True,ok,8.156331300735474
80.0,0.30000000000000004,0.005,0.1,0.001350865455500718,0.009374999999999942,0.2625000000000002,0.018014207474185612,0.018013737091212456,0.017989402956051465,2.4334135160990894e-05,115.90076229959004,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=115.9),0.7500000000000007,2,False,True,ok,8.333388090133667
80.0,0.35000000000000003,0.005,0.1,0.0013670197166531502,0.0,0.2531250000000002,0.016873350746484897,0.016872879528942963,0.016849813969950184,2.3065558992778346e-05,155.55719946349973,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=155.6),0.7500000000000007,2,False,True,ok,7.1997246742248535
80.0,0.4,0.005,0.1,0.0013714190422098784,-0.009375000000000052,0.2343750000000002,0.015782738799985867,0.01578227959084912,0.01576063547208875,2.1644118760370812e-05,189.94819326018614,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=189.9),0.7500000000000007,2,False,True,ok,6.0372772216796875
80.0,0.45,0.005,0.1,0.0013670318737113662,-0.018750000000000103,0.23437500000000022,0.014754239423564932,0.01475379981464082,0.014733630900035849,2.0168914604970847e-05,213.34906616709623,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=213.3),0.7500000000000007,2,False,True,ok,6.3693687915802
80.0,0.5,0.005,0.1,0.0013570480562637636,-0.018750000000000048,0.2250000000000002,0.0137913789196584,0.013791100588378602,0.013772385402131404,1.871518624719723e-05,161.60133369401865,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=161.6),0.5000000000000004,2,False,True,ok,7.0668909549713135
85.0,0.0,0.005,0.1,-8.645231847333135e-06,-0.037500000000000096,0.22500000000000014,0.012796462003406695,0.012796387342059526,0.012796497969794906,-1.1062773538038362e-07,-20.59708075937351,robust ATS,Fano,absorption,sign reversed: control increases absorption,0.7500000000000007,2,False,True,ok,7.878138065338135
85.0,0.05,0.005,0.1,0.00020037136594667644,0.03749999999999999,0.22500000000000014,0.016867411791225043,0.016867293767694327,0.01686391404500227,3.3797226920567747e-06,38.4490702970661,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=38.4),0.7500000000000007,2,False,True,ok,6.696861982345581
85.0,0.1,0.005,0.1,0.00034400892025759753,0.04687499999999993,0.24375000000000013,0.016783959273253025,0.016783819123340645,0.016778045339846226,5.773783494419232e-06,25.096477968645104,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=25.1),0.7500000000000007,2,False,True,ok,7.372123956680298
85.0,0.15000000000000002,0.005,0.1,0.0003785360321216457,0.04687499999999993,0.2531250000000002,0.016580915974945654,0.016580752034870215,0.016574475622785342,6.2764120848726734e-06,20.562284675246246,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=20.6),0.7500000000000007,2,False,True,ok,7.375820159912109
85.0,0.2,0.005,0.1,0.0004055278855659988,0.03749999999999999,0.24375000000000013,0.016168292601330188,0.016168092851667617,0.016161536239159845,6.556612507771509e-06,27.251180074258627,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=27.3),0.7500000000000007,2,False,True,ok,6.557340621948242
85.0,0.23226114680059184,0.005,0.1,0.00042193852976039,0.03749999999999999,0.2343750000000002,0.015811203794048535,0.01581097799841937,0.01580430673760864,6.671260810726942e-06,35.4530149431248,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=35.5),0.7500000000000007,2,False,True,ok,6.084383487701416
85.0,0.25,0.005,0.1,0.0004291872672773939,0.028124999999999938,0.2343750000000002,0.015604832943213935,0.015604598972979283,0.01559790167778911,6.697295190172606e-06,40.260850233978545,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=40.3),0.7500000000000007,2,False,True,ok,5.928100347518921
85.0,0.30000000000000004,0.005,0.1,0.0004431007355427726,0.028124999999999938,0.22500000000000014,0.014999373931170063,0.014999115472675016,0.014992469353576583,6.646119098433281e-06,54.38842042884016,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=54.4),0.7500000000000007,2,False,True,ok,5.7854461669921875
85.0,0.35000000000000003,0.005,0.1,0.00045180116988445215,0.018749999999999996,0.2187500000000001,0.014377243334414714,0.014377060218220194,0.014370564645594103,6.495572626091101e-06,43.441920833596214,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=43.4),0.5000000000000004,2,False,True,ok,7.936894178390503
85.0,0.4,0.005,0.1,0.0004554532212400122,0.009374999999999942,0.20625000000000016,0.013754643871195344,0.013754365401301817,0.013748100931273682,6.264470028135086e-06,81.5135013455565,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=81.5),0.7500000000000007,2,False,True,ok,7.915532350540161
85.0,0.45,0.005,0.1,0.00045664312186136075,0.009374999999999942,0.20625000000000016,0.01314072346881954,0.013140441648108039,0.01313444115581121,6.000492296829099e-06,92.94122401139339,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=92.9),0.7500000000000007,2,False,True,ok,7.484498500823975
85.0,0.5,0.005,0.1,0.00045531781756318035,0.0,0.1968750000000002,0.012541099267474078,0.012540820061904932,0.012535110003083893,5.710058821039102e-06,102.4033881086757,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=102.4),0.7500000000000007,2,False,True,ok,7.601880311965942
90.0,0.0,0.005,0.1,-5.122259346429246e-06,-0.025000000000000012,0.18125000000000022,0.009768491737579021,0.00976846869304842,0.009768518729678483,-5.003663006326875e-08,-2.0788457747776192,inconclusive,Fano,absorption,sign reversed: control increases absorption,0.5000000000000004,2,False,True,ok,8.137537479400635
90.0,0.05,0.005,0.1,6.911038817993152e-05,0.04687499999999993,0.1968750000000001,0.013111110205022578,0.013111053630676649,0.013110147520670785,9.061100058639637e-07,18.52440830694195,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=18.5),0.7500000000000007,2,False,True,ok,7.758198261260986
90.0,0.1,0.005,0.1,0.00011844772252055468,0.04687499999999993,0.22500000000000014,0.013142948520981215,0.013142880681388969,0.013141323937104899,1.5567442840699192e-06,11.136442460544913,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=11.1),0.7500000000000007,2,False,True,ok,6.796413898468018
90.0,0.15000000000000002,0.005,0.1,0.00013043436753049287,0.05624999999999999,0.22500000000000014,0.0130528404066693,0.013052760540347562,0.013051058011781955,1.7025285656072087e-06,8.770332373273959,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=8.8),0.7500000000000007,2,False,True,ok,7.226300477981567
90.0,0.2,0.005,0.1,0.00014004160822546555,0.04687499999999993,0.22500000000000014,0.012853137540336223,0.012853036957319017,0.012851236997352933,1.7999599660842996e-06,11.787555007587343,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=11.8),0.7500000000000007,2,False,True,ok,5.760709047317505
90.0,0.23226114680059184,0.005,0.1,0.00014579834965927464,0.04687499999999993,0.2156250000000002,0.012676119539713345,0.012676004338526795,0.012674156198013964,1.8481405128310119e-06,15.385145875174658,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=15.4),0.7500000000000007,2,False,True,ok,5.799100875854492
90.0,0.25,0.005,0.1,0.00014827883057125772,0.03749999999999999,0.2156250000000002,0.012572328633824046,0.012572208875372366,0.012570344682942628,1.8641924297378015e-06,17.430546430875893,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=17.4),0.7500000000000007,2,False,True,ok,6.3701653480529785
90.0,0.30000000000000004,0.005,0.1,0.0001541035259098853,0.03749999999999999,0.20625000000000016,0.0122616125547979,0.01226147538323151,0.012259585846642097,1.8895365894132377e-06,23.115744673554218,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=23.1),0.7500000000000007,2,False,True,ok,5.518962621688843
90.0,0.35000000000000003,0.005,0.1,0.00015737560502318253,0.028124999999999938,0.20625000000000016,0.011932596948029497,0.011932448649219003,0.011930570772893424,1.8778763255788977e-06,28.511453532859832,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=28.5),0.7500000000000007,2,False,True,ok,5.056912183761597
90.0,0.4,0.005,0.1,0.0001597871406746909,0.028124999999999938,0.1968750000000001,0.011592960323077701,0.011592801169046622,0.01159094878849541,1.8523805512121738e-06,33.42918376796297,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=33.4),0.7500000000000007,2,False,True,ok,5.5648016929626465
90.0,0.45,0.005,0.1,0.00016089918485082211,0.024999999999999956,0.19375000000000012,0.011247558178833885,0.011247445638100912,0.011245635933266088,1.8097048348243716e-06,26.76561089130155,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=26.8),0.5000000000000004,2,False,True,ok,4.925892353057861
90.0,0.5,0.005,0.1,0.0001610878271395349,0.024999999999999956,0.1937500000000002,0.01089973545789387,0.01089961983834089,0.010897864042264485,1.7557960764053027e-06,30.176356695734285,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=30.2),0.5000000000000004,2,False,True,ok,5.554668188095093
95.0,0.0,0.005,0.1,-3.0674626316330143e-06,-0.015625000000000014,0.1500000000000001,0.007607767146048722,0.007607760499002824,0.007607783835523865,-2.3336521041104896e-08,-99.44937131959978,robust ATS,Fano,absorption,sign reversed: control increases absorption,0.2500000000000002,2,False,True,ok,5.53429913520813
95.0,0.05,0.005,0.1,2.5348780166683923e-05,0.04687499999999993,0.18750000000000006,0.010341448931401053,0.010341421072525663,0.010341158930116284,2.621424093785657e-07,5.480322429936223,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=5.5),0.7500000000000007,2,False,True,ok,4.888811826705933
95.0,0.1,0.005,0.1,4.3157131183028586e-05,0.06250000000000006,0.39062500000000033,0.01042359405847104,0.01042353677785341,0.010423086927909298,4.4984994411294277e-07,1.598140044035972,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=1.6),1.250000000000001,2,False,True,ok,4.989586591720581
95.0,0.15000000000000002,0.005,0.1,4.787232538382902e-05,0.056249999999999876,0.4125000000000003,0.010385365820088624,0.010385289385895705,0.010384792217943018,4.97167952686825e-07,0.0849641364488889,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=0.1),1.5000000000000013,2,False,True,ok,4.919642448425293
95.0,0.2,0.005,0.1,5.130421776856221e-05,0.056249999999999876,0.3937500000000002,0.010285734613689902,0.010285635815084104,0.010285108118584359,5.276964997451977e-07,2.633393359492402,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=2.6),1.5000000000000013,2,False,True,ok,3.945453643798828
95.0,0.23226114680059184,0.005,0.1,5.338927166241754e-05,0.04687500000000004,0.37500000000000033,0.010195650427971858,0.010195556033037834,0.010195011699727037,5.44333310797257e-07,4.149747154729994,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=4.1),1.250000000000001,2,False,True,ok,3.937798023223877
95.0,0.25,0.005,0.1,5.445683591089232e-05,0.04687500000000004,0.35937500000000033,0.010142351953228284,0.010142250596691292,0.010141698281814781,5.523148765111674e-07,4.94868170874588,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=4.9),1.250000000000001,2,False,True,ok,3.711268424987793
95.0,0.30000000000000004,0.005,0.1,5.670010066086726e-05,0.04687500000000004,0.3281250000000003,0.009980790905772547,0.009980673922940813,0.009980108017724719,5.65905216094037e-07,7.142371638137774,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=7.1),1.250000000000001,2,False,True,ok,3.7664504051208496
95.0,0.35000000000000003,0.005,0.1,5.808045832558086e-05,0.04687500000000004,0.18750000000000017,0.009806478539248159,0.009806345192223466,0.009805775635200202,5.695570232631952e-07,8.97740408199752,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=9.0),1.250000000000001,2,False,True,ok,3.792091131210327
95.0,0.4,0.005,0.1,5.913549399653738e-05,0.03749999999999999,0.1968750000000001,0.009622933446811031,0.009622845337085146,0.009622276285372485,5.690517126608063e-07,9.316351163834952,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=9.3),0.7500000000000007,2,False,True,ok,3.7976808547973633
95.0,0.45,0.005,0.1,5.980729787031897e-05,0.03749999999999999,0.18750000000000017,0.009432550906630548,0.009432458734137816,0.009431894604268654,5.641298691620722e-07,10.789925736065925,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=10.8),0.7500000000000007,2,False,True,ok,3.7459301948547363
95.0,0.5,0.005,0.1,6.011247443785161e-05,0.03749999999999999,0.18750000000000017,0.009236815225482455,0.009236715404958802,0.009236160163140132,5.552418186702962e-07,13.21724861536859,robust EIT,Fano,transparency,robust EIT lineshape (dAIC=13.2),0.7500000000000007,2,False,True,ok,3.8708527088165283
100.0,0.0,0.005,0.1,-1.8652261953022199e-06,-0.009375000000000024,0.1250000000000001,0.0060364615599660925,0.006036458203391112,0.00603646946275108,-1.1259359967812077e-08,-127.02299621576185,robust ATS,Fano,absorption,sign reversed: control increases absorption,0.2500000000000002,2,False,True,ok,4.102891206741333
100.0,0.05,0.005,0.1,9.805281773224406e-06,0.04687500000000004,0.35937500000000033,0.008276938946070529,0.008276911549317636,0.008276830391867683,8.11574499531148e-08,-1.0507053372789414,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-1.1),1.250000000000001,2,False,True,ok,3.795285701751709
100.0,0.1,0.005,0.1,1.681040382610448e-05,0.056249999999999876,0.4500000000000005,0.008380483101228114,0.008380449372087873,0.008380308493349684,1.4087873818902086e-07,-2.0329568269994525,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-2.0),1.5000000000000013,2,False,True,ok,3.7020092010498047
100.0,0.15000000000000002,0.005,0.1,-1.9591368961173255e-05,-0.05625000000000009,0.4312500000000004,0.00836690627175364,0.008366868075792018,0.00836703199419154,-1.6391839952230314e-07,-2.142295690983701,inconclusive,Fano,absorption,sign reversed: control increases absorption,1.5000000000000013,2,False,True,ok,3.7533626556396484
100.0,0.2,0.005,0.1,-2.0147724673925704e-05,-0.05625000000000009,0.4500000000000005,0.008315571305108417,0.008315523953787377,0.008315691492674518,-1.6753888714034215e-07,-2.0742049237119318,inconclusive,Fano,absorption,sign reversed: control increases absorption,1.5000000000000013,2,False,True,ok,3.6098248958587646
100.0,0.23226114680059184,0.005,0.1,2.0777754456207517e-05,0.056249999999999876,0.4500000000000005,0.008268154026608902,0.00826809433660724,0.008267922544173294,1.7179243394678523e-07,-1.9076247736293226,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-1.9),1.5000000000000013,2,False,True,ok,3.659738063812256
100.0,0.25,0.005,0.1,2.1179385941232743e-05,0.056249999999999876,0.4125000000000003,0.008239909312246796,0.008239843687481818,0.008239669172652266,1.7451482955260778e-07,-2.0198684380161467,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-2.0),1.5000000000000013,2,False,True,ok,3.72103214263916
100.0,0.30000000000000004,0.005,0.1,2.204998870484425e-05,0.056249999999999876,0.4125000000000003,0.008153614529051095,0.008153537182818143,0.008153357397415358,1.7978540278566768e-07,-1.87119305245551,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-1.9),1.5000000000000013,2,False,True,ok,3.5754196643829346
100.0,0.35000000000000003,0.005,0.1,2.2625260501474668e-05,0.056249999999999876,0.3937500000000002,0.008059434826661886,0.008059349019076786,0.008059166674205757,1.823448710289166e-07,-0.7190186459656616,inconclusive,Fano,unresolved,lineshape inconclusive (dAIC=-0.7),1.5000000000000013,2,False,True,ok,3.734072208404541
