sample,Bx_T,T_1pct,T_sign,scale_orb,d_GHz,gg_GHz,Oc_GHz,gamma_extra_GHz,phonon_model
60,0.23226114680059184,76.43092157882707,108.22960250689175,0.8348433417441029,1.7105356889636243,0.00017782821442723472,0.08691391054632032,0.0013388905102663892,conservative_lower_bound
61,0.23226114680059184,75.06654833260284,103.15991147594207,0.9331366928377183,1.8038593432605152,3.359726123848002e-05,0.09635383113603645,0.015328423268937165,saturation
62,0.23226114680059184,75.0000323926641,98.63201117753647,0.8918682639473742,2.2323866648854125,7.549989775906342e-05,0.11064163594664018,0.03289811363599844,naive_T5_extrapolation
63,0.23226114680059184,68.4436579605927,88.7228569395205,1.4686592251511457,1.342620066448565,3.207526227965868e-05,0.10433102192897065,0.014629397795917615,naive_T5_extrapolation
64,0.23226114680059184,75.40712734535046,103.1779096782805,0.908196105040844,2.1030646044233876,2.964912092882601e-05,0.08590821795386953,0.0019639887575176552,full_happacher
65,0.23226114680059184,68.35916540109741,93.54544382207591,1.485443775245542,2.064123583062239,0.0001626363286947764,0.09589735687120293,0.05124367198133675,conservative_lower_bound
66,0.23226114680059184,71.19552639858185,93.93398976192586,1.0384611971157727,1.1401926724540106,2.1380037834652727e-05,0.09209797465256286,0.0032693146792717297,naive_T5_extrapolation
67,0.23226114680059184,83.82455095560665,118.22239899437722,0.476564685852874,1.5994964644721361,7.82558722678658e-05,0.09495501877480096,0.06882687775671073,saturation
68,0.23226114680059184,69.98623628924254,98.43576196200073,1.1100942383557335,1.582148381864502,3.85373226469656e-05,0.09604042318713873,0.05731866113479825,saturation
69,0.23226114680059184,77.00723257940663,108.08075070701759,0.8161983971104653,1.5696605645264892,7.276815998879068e-05,0.10875327608889106,0.025093252909917547,full_happacher
70,0.23226114680059184,72.89340926387982,103.33373244844694,0.9820552392955335,1.625135355405537,0.0001728794306572416,0.08805524934835669,0.0858554201024321,conservative_lower_bound
71,0.23226114680059184,69.07651999362203,93.47905681509806,1.3477463363635425,1.0383233199428126,4.56823534933011e-05,0.10295715611640155,0.001086742984077438,saturation
72,0.23226114680059184,82.83672509989903,118.20027713516336,0.5154655446783905,1.636308338466254,0.00016293935466110137,0.10160333674732983,0.0241582549180106,conservative_lower_bound
73,0.23226114680059184,69.45493373225592,93.58463826948518,1.2234804598340294,1.3149685858295035,4.586500478820331e-05,0.10965638807124067,0.01581979836530023,naive_T5_extrapolation
74,0.23226114680059184,69.68329650238064,98.41632600439318,1.1139508298406389,0.9460350502572159,0.00016321704368457894,0.09266907900219587,0.002517270137953766,saturation
75,0.23226114680059184,78.2007981790099,108.13519917423751,0.7825732021382852,1.309160765565471,4.9592481563332744e-05,0.09571311371013712,0.007079644492500406,conservative_lower_bound
76,0.23226114680059184,71.71984247257784,98.30550195356582,1.0141863631386063,1.4448419578919798,3.822338176679795e-05,0.08734395076306996,0.001750848687649767,naive_T5_extrapolation
77,0.23226114680059184,69.69167648970621,98.31468601858852,1.088745046251848,1.6698423617897633,0.00019432309397825876,0.0998332459753961,0.01336454332293495,naive_T5_extrapolation
78,0.23226114680059184,82.23008923745215,118.00434443058313,0.5657093630557045,2.2290604228729336,3.088117653673754e-05,0.10406632936757697,0.022088574277301737,conservative_lower_bound
79,0.23226114680059184,75.0196110292805,103.33647464028331,0.9189642751912889,1.7778561989772514,8.77584576286184e-05,0.11151404835386136,0.030685868646957444,full_happacher
