two_photon_detuning_GHz,two_photon_detuning_MHz,A_control_off,transparency_reduction,A_control_on,C
-0.003724999999999999,-3.724999999999999,0.008676964579288187,2.1080826272109218e-06,0.008674856496660976,0.00024295162299531453
-0.0036999999999999984,-3.6999999999999984,0.008676964579288187,2.1240407249371156e-06,0.008674840538563251,0.00024479075666704645
-0.003675000000000001,-3.675000000000001,0.008676964579288187,2.1402380364212165e-06,0.008674824341251766,0.0002466574591683755
-0.0036500000000000005,-3.6500000000000004,0.008676964579288187,2.156679904942524e-06,0.008674807899383245,0.0002485523462998217
-0.0036249999999999998,-3.6249999999999996,0.008676964579288187,2.1733718322426276e-06,0.008674791207455944,0.0002504760521243155
-0.003599999999999999,-3.599999999999999,0.008676964579288187,2.190319484385114e-06,0.008674774259803803,0.00025242922964251586
-0.0035749999999999983,-3.5749999999999984,0.008676964579288187,2.2075286978749853e-06,0.008674757050590313,0.00025441255149805846
-0.003550000000000001,-3.550000000000001,0.008676964579288187,2.2250054860512303e-06,0.008674739573802137,0.0002564267107142851
-0.0035250000000000004,-3.5250000000000004,0.008676964579288187,2.242756045766783e-06,0.00867472182324242,0.000258472421464093
-0.0034999999999999996,-3.4999999999999996,0.008676964579288187,2.2607867643708974e-06,0.008674703792523816,0.00026055041987463784
-0.003474999999999999,-3.4749999999999988,0.008676964579288187,2.2791042270099663e-06,0.008674685475061178,0.0002626614648687355
-0.003449999999999998,-3.4499999999999984,0.008676964579288187,2.2977152242636854e-06,0.008674666864063924,0.0002648063390449126
-0.003425000000000001,-3.425000000000001,0.008676964579288187,2.3166267601345445e-06,0.008674647952528054,0.00026698584959817693
-0.0034000000000000002,-3.4000000000000004,0.008676964579288187,2.3358460604097255e-06,0.008674628733227777,0.00026920082928370625
-0.0033749999999999995,-3.3749999999999996,0.008676964579288187,2.3553805814156248e-06,0.008674609198706771,0.0002714521374257872
-0.003349999999999999,-3.3499999999999988,0.008676964579288187,2.375238019186547e-06,0.008674589341269,0.0002737406609744855
-0.003324999999999998,-3.324999999999998,0.008676964579288187,2.3954263190704006e-06,0.008674569152969117,0.00027606731561268037
-0.003300000000000001,-3.3000000000000007,0.008676964579288187,2.4159536857956895e-06,0.008674548625602392,0.00027843304691626175
-0.003275,-3.2750000000000004,0.008676964579288187,2.4368285940256684e-06,0.008674527750694161,0.0002808388315704722
-0.0032499999999999994,-3.2499999999999996,0.008676964579288187,2.4580597994271094e-06,0.00867450651948876,0.00028328567864555645
-0.0032249999999999987,-3.2249999999999988,0.008676964579288187,2.479656350283018e-06,0.008674484922937905,0.0002857746309351001
-0.003199999999999998,-3.199999999999998,0.008676964579288187,2.5016275996804188e-06,0.008674462951688507,0.0002883067663606435
-0.0031750000000000007,-3.1750000000000007,0.008676964579288187,2.5239832183064665e-06,0.008674440596069881,0.00029088319944640376
-0.00315,-3.15,0.008676964579288187,2.5467332078882885e-06,0.0086744178460803,0.00029350508286818535
-0.0031249999999999993,-3.124999999999999,0.008676964579288187,2.5698879153143124e-06,0.008674394691372872,0.0002961736090808305
-0.0030999999999999986,-3.0999999999999988,0.008676964579288187,2.593458047477428e-06,0.00867437112124071,0.0002988900120288588
-0.003074999999999998,-3.074999999999998,0.008676964579288187,2.6174546868829887e-06,0.008674347124601304,0.00030165556894525333
-0.0030500000000000006,-3.0500000000000007,0.008676964579288187,2.6418893080676295e-06,0.00867432268998012,0.0003044716022436911
-0.003025,-3.025,0.008676964579288187,2.6667737948780577e-06,0.00867429780549331,0.00030733948150988373
-0.002999999999999999,-2.999999999999999,0.008676964579288187,2.6921204586622907e-06,0.008674272458829525,0.000310260625598075
-0.0029749999999999985,-2.9749999999999983,0.008676964579288187,2.717942057429624e-06,0.008674246637230758,0.000313236504839183
-0.0029500000000000012,-2.950000000000001,0.008676964579288187,2.7442518160394495e-06,0.008674220327472148,0.0003162686433675143
-0.0029250000000000005,-2.9250000000000007,0.008676964579288187,2.7710634474833836e-06,0.008674193515840704,0.0003193586215734797
-0.0029,-2.9,0.008676964579288187,2.7983911753297334e-06,0.008674166188112857,0.0003225080786902669
-0.002874999999999999,-2.874999999999999,0.008676964579288187,2.8262497574043965e-06,0.008674138329530783,0.00032571871552300924
-0.0028499999999999984,-2.8499999999999983,0.008676964579288187,2.8546545107876025e-06,0.0086741099247774,0.0003289922973296018
-0.002825000000000001,-2.825000000000001,0.008676964579288187,2.8836213382117776e-06,0.008674080957949975,0.0003323306568629942
-0.0028000000000000004,-2.8000000000000003,0.008676964579288187,2.9131667559521672e-06,0.008674051412532234,0.00033573569758551993
-0.0027749999999999997,-2.7749999999999995,0.008676964579288187,2.9433079233086002e-06,0.008674021271364879,0.0003392093970666011
-0.002749999999999999,-2.749999999999999,0.008676964579288187,2.9740626737843513e-06,0.008673990516614404,0.00034275381057603994
-0.0027249999999999983,-2.7249999999999983,0.008676964579288187,3.005449548076001e-06,0.008673959129740111,0.0003463710748860234
-0.002700000000000001,-2.700000000000001,0.008676964579288187,3.037487828996963e-06,0.00867392709145919,0.00035006341229597857
-0.0026750000000000003,-2.6750000000000003,0.008676964579288187,3.07019757846692e-06,0.00867389438170972,0.0003538331348955193
-0.0026499999999999996,-2.6499999999999995,0.008676964579288187,3.1035996767096297e-06,0.008673860979611477,0.00035768264908190195
-0.002624999999999999,-2.6249999999999987,0.008676964579288187,3.1377158638129527e-06,0.008673826863424374,0.0003616144603497223
-0.002599999999999998,-2.5999999999999983,0.008676964579288187,3.172568783817073e-06,0.00867379201050437,0.00036563117837198016
-0.002575000000000001,-2.575000000000001,0.008676964579288187,3.208182031510293e-06,0.008673756397256677,0.00036973552239318643
-0.00255,-2.5500000000000003,0.008676964579288187,3.244580202126366e-06,0.00867371999908606,0.0003739303269568647
-0.0025249999999999995,-2.5249999999999995,0.008676964579288187,3.281788944153103e-06,0.008673682790344034,0.0003782185479916208
-0.0024999999999999988,-2.4999999999999987,0.008676964579288187,3.319835015479508e-06,0.008673644744272707,0.0003826032692819693
-0.002474999999999998,-2.474999999999998,0.008676964579288187,3.3587463431275223e-06,0.00867360583294506,0.0003870877093522786
-0.002450000000000001,-2.4500000000000006,0.008676964579288187,3.3985520868352986e-06,0.008673566027201353,0.0003916752287945951
-0.002425,-2.4250000000000003,0.008676964579288187,3.439282706781641e-06,0.008673525296581407,0.00039636933807372785
-0.0023999999999999994,-2.3999999999999995,0.008676964579288187,3.4809700357660744e-06,0.008673483609252422,0.00040117370584583334
-0.0023749999999999986,-2.3749999999999987,0.008676964579288187,3.523647356186529e-06,0.008673440931932001,0.00040609216782991526
-0.002349999999999998,-2.349999999999998,0.008676964579288187,3.567349482186389e-06,0.008673397229806002,0.0004111287362750806
-0.0023250000000000007,-2.3250000000000006,0.008676964579288187,3.6121128473757872e-06,0.008673352466440812,0.0004162876100702149
-0.0023,-2.3,0.008676964579288187,3.6579755985682614e-06,0.00867330660368962,0.0004215731855469142
-0.0022749999999999992,-2.2749999999999995,0.008676964579288187,3.7049776960136903e-06,0.008673259601592175,0.00042699006803109793
-0.0022499999999999985,-2.2499999999999987,0.008676964579288187,3.753161020652638e-06,0.008673211418267535,0.00043254308420382276
-0.0022250000000000013,-2.2250000000000014,0.008676964579288187,3.802569488965568e-06,0.008673162009799222,0.00043823729533738753
-0.0022000000000000006,-2.2000000000000006,0.008676964579288187,3.853249176044086e-06,0.008673111330112143,0.00044407801147900805
-0.002175,-2.175,0.008676964579288187,3.905248447570492e-06,0.008673059330840617,0.0004500708066611537
-0.002149999999999999,-2.149999999999999,0.008676964579288187,3.958618101457636e-06,0.00867300596118673,0.0004562215352252112
-0.0021249999999999984,-2.1249999999999982,0.008676964579288187,4.013411519973426e-06,0.008672951167768214,0.0004625363493534815
-0.002100000000000001,-2.100000000000001,0.008676964579288187,4.069684833254986e-06,0.008672894894454932,0.0004690217179138055
-0.0020750000000000005,-2.0750000000000006,0.008676964579288187,4.12749709520675e-06,0.00867283708219298,0.00047568444673141074
-0.0020499999999999997,-2.05,0.008676964579288187,4.186910472875898e-06,0.008672777668815312,0.0004825317004139908
-0.002024999999999999,-2.024999999999999,0.008676964579288187,4.247990450509306e-06,0.008672716588837679,0.0004895710258687939
-0.0019999999999999983,-1.9999999999999982,0.008676964579288187,4.310806049618811e-06,0.00867265377323857,0.0004968103776646334
-0.001975000000000001,-1.975000000000001,0.008676964579288187,4.3754300665190085e-06,0.008672589149221668,0.0005042581454075667
-0.0019500000000000003,-1.9500000000000004,0.008676964579288187,4.4419393289549154e-06,0.008672522639959232,0.0005119231833166373
-0.0019249999999999996,-1.9249999999999996,0.008676964579288187,4.510414973607819e-06,0.008672454164314579,0.0005198148422057786
